1,0.23597,0.30938,0.37353,0.35102,0.31277,0.27668,0.252,0.24399,0.21252,0.19556,0.18353,0.15793,0.15608,0.1314,0.12338,0.12708,0.1021,0.097779,0.082357,0.070944,0.080506,0.079272,0.068785,0.062307,0.05583,0.050586,0.045651,0.048735,0.050895,0.05583,0.05182,0.052745,0.053671,0.57866,0.24028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060148,0.26465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10117,0.082973,0.11814,0.0876,0.11474,0.10241,0.088834,0.05984,0.084516,0.060148,0.050278,0.10426,0,0,0
0.10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16502,0,0,0
0.10487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14189,0.26589,0.19371,0.22424,0.24399,0.10919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1863,0,0,0
0.10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17489,0.17242,0,0,0,0,0.11444,0.24306,0.25324,0.25293,0.27483,0.27236,0.033004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2301,0,0,0
0.096854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22178,0,0,0,0,0,0,0,0,0,0,0,0.10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24985,0,0,0
0.1021,0,0,0,0.20913,0.21252,0.21283,0.25848,0.29704,0.033313,0,0,0,0,0,0,0,0.21499,0,0,0,0,0,0,0,0,0,0,0,0.064466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24892,0,0,0
0.09963,0,0,0.18754,0.024985,0,0,0,0,0.17458,0,0,0,0,0,0,0,0.2008,0,0,0,0,0,0,0,0,0,0,0,0.070327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24368,0,0,0
0.10333,0,0,0.19988,0,0,0,0,0,0.1425,0,0,0,0,0,0,0,0.18816,0,0,0,0,0,0,0,0,0,0,0,0.078655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2372,0,0,0
0.11258,0,0,0.19001,0,0,0,0,0,0.14898,0,0,0,0,0,0,0,0.089759,0.12122,0.074028,0.14837,0.2702,0.219,0.052745,0,0,0,0,0.0040099,0.041949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23103,0,0,0
0.11073,0,0,0.21437,0,0,0,0,0,0.15762,0,0,0,0,0,0,0,0,0.059223,0.17397,0.17551,0,0,0.12338,0.13387,0.14621,0.15022,0.12307,0.032387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0
0.11289,0,0,0.23257,0,0,0,0,0,0.16841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20759,0,0,0
0.12677,0,0,0.24522,0,0,0,0,0,0.17181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20327,0,0,0
0.11937,0,0,0.28131,0,0,0,0,0,0.16595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19093,0,0,0
0.11382,0,0,0.20327,0.39235,0.1641,0.14035,0.12091,0.1206,0.099013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26897,0.47903,0.49013,0.35133,0.040407,0,0,0,0,0,0.11536,0.22424,0.21777,0.19124,0.16502,0.16934,0.14096,0.10179,0.079581,0,0,0
0.091302,0,0,0,0.081431,0.11258,0.10796,0.092227,0.059531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079889,0.56971,0.21777,0,0,0,0.24522,0.32171,0.30537,0.30105,0.2699,0.29365,0.14559,0,0,0,0,0,0,0,0,0,0,0
0.068476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36089,0.76373,0.76589,0.71036,0.6496,0.61875,0.624,0.5802,0.53054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.093152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
