0.091919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006169,0.00092535,0.0012338,0,0,0,0,0
0.14189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27977,0.14127,0.12862,0.1641,0.0046268,0,0.032079,0.069093,0.18569,0.25293,0.22795,0.25879,0.028994,0,0,0,0,0,0,0,0,0,0.0052437,0.028686,0.016656,0.019124,0.011721,0,0,0,0,0
0.17643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043183,0.13572,0.1277,0.13233,0.14405,0.050278,0,0,0,0.35688,0.0015423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010179,0,0,0
0.22239,0,0,0,0,0,0.29951,0.1897,0.14682,0.14929,0.12801,0.074645,0.0089451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089451,0.30228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010179,0,0,0
0.281,0,0,0,0,0,0.31184,0,0,0,0,0,0.056755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30969,0.022517,0,0,0,0,0.022825,0.010179,0,0,0,0,0,0,0,0.01203,0,0,0
0.3285,0,0,0,0,0,0.27483,0,0,0,0,0,0.10025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30783,0,0,0.019741,0.028686,0.0067859,0,0,0,0,0,0,0,0,0.012338,0,0,0
0.36582,0,0,0,0,0.18846,0.076188,0,0,0,0,0,0.10888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13418,0.092227,0.041949,0.0083282,0,0,0,0,0,0,0,0,0,0,0.015114,0,0,0
0.37138,0,0,0,0,0.23288,0,0,0,0,0,0,0.12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044109,0,0,0
0.36552,0,0,0,0,0.20265,0,0,0,0,0,0,0.12616,0,0,0,0,0.048427,0.19772,0.20358,0.2116,0.21561,0.23751,0.26126,0.32634,0.50925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089451,0,0,0
0.3285,0,0,0,0,0.17088,0.016656,0,0,0,0,0,0.1351,0,0,0,0,0.083899,0,0,0,0,0,0,0,0.34701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10827,0,0,0
0.30814,0,0,0,0,0,0.26928,0.31585,0.29488,0.26774,0.27236,0.26897,0.075262,0,0,0,0,0.079581,0,0,0,0,0,0,0,0.43337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11104,0,0,0
0.28809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068476,0,0,0,0,0,0,0,0.42227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11783,0,0,0
0.26157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062616,0,0,0,0,0,0,0,0.40469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14837,0,0,0
0.23226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046268,0.019124,0,0,0,0,0,0,0.41703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13109,0,0,0
0.20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035472,0.015731,0,0,0,0,0,0,0.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13387,0,0,0
0.17829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03578,0.16841,0.037323,0,0,0,0.17119,0.37631,0.36212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12431,0,0,0
0.15299,0,0.020666,0.1644,0.18908,0.18538,0.16255,0.17119,0.18538,0.14065,0.28254,0.09963,0,0,0,0,0,0,0.042875,0.15947,0.19247,0.19155,0.19741,0.13017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12246,0,0,0
0.11721,0,0.075571,0,0,0,0,0,0,0,0,0.39543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11351,0,0,0
0.088834,0,0.053671,0,0,0,0,0,0,0,0,0.38618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11135,0,0,0
0.067242,0,0.012338,0,0,0,0,0,0,0,0,0.27483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097471,0,0,0
0.047502,0,0,0,0,0,0,0,0,0,0,0.24923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096854,0,0,0
0.42505,0.093461,0.032387,0,0,0,0,0,0,0,0,0.10827,0.13387,0.13911,0.14775,0.15145,0.16471,0.15392,0.16502,0.11814,0.14312,0.1644,0.20389,0.24429,0.29581,0.39173,0.41302,0.46422,0.24892,0.18692,0.17705,0.17366,0.19371,0.17921,0.1678,0.15238,0.14898,0.13387,0.12862,0.12122,0.10333,0.10086,0.08359,0.081431,0.067551,0.065083,0.053671,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
